exchange,exchange_token,trading_symbol,groww_symbol,name,instrument_type,segment,series,isin,underlying_symbol,underlying_exchange_token,expiry_date,strike_price,lot_size,tick_size,freeze_quantity,is_reserved,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,95058,GODREJCP26JUL930PE,NSE-GODREJCP-28Jul26-930-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,930,500,0.05,25001,1,1,1,GODREJCP26JUL930PE,0
NSE,95309,GODREJCP26JUL1210CE,NSE-GODREJCP-28Jul26-1210-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1210,500,0.05,25001,1,1,1,GODREJCP26JUL1210CE,0
NSE,94054,GODREJCP26JUL1220PE,NSE-GODREJCP-28Jul26-1220-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1220,500,0.05,25001,0,1,1,GODREJCP26JUL1220PE,0
NSE,106160,GODREJCP26AUG810PE,NSE-GODREJCP-25Aug26-810-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,810,500,0.05,25001,1,1,1,GODREJCP26AUG810PE,0
NSE,94126,GODREJCP26JUL1480CE,NSE-GODREJCP-28Jul26-1480-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1480,500,0.05,25001,1,1,1,GODREJCP26JUL1480CE,0
NSE,95398,GODREJCP26AUG960CE,NSE-GODREJCP-25Aug26-960-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,960,500,0.05,25001,0,1,1,GODREJCP26AUG960CE,0
NSE,94062,GODREJCP26JUL1260CE,NSE-GODREJCP-28Jul26-1260-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1260,500,0.05,25001,0,1,1,GODREJCP26JUL1260CE,0
NSE,93931,GODREJCP26JUL600PE,NSE-GODREJCP-28Jul26-600-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,600,500,0.05,25001,1,1,1,GODREJCP26JUL600PE,0
NSE,94115,GODREJCP26JUL1380PE,NSE-GODREJCP-28Jul26-1380-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1380,500,0.05,25001,1,1,1,GODREJCP26JUL1380PE,0
NSE,94125,GODREJCP26JUL1440PE,NSE-GODREJCP-28Jul26-1440-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1440,500,0.05,25001,1,1,1,GODREJCP26JUL1440PE,0
NSE,93983,GODREJCP26JUL920CE,NSE-GODREJCP-28Jul26-920-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,920,500,0.05,25001,0,1,1,GODREJCP26JUL920CE,0
NSE,94098,GODREJCP26JUL1320CE,NSE-GODREJCP-28Jul26-1320-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1320,500,0.05,25001,1,1,1,GODREJCP26JUL1320CE,0
NSE,106176,GODREJCP26AUG970PE,NSE-GODREJCP-25Aug26-970-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,970,500,0.05,25001,0,1,1,GODREJCP26AUG970PE,0
NSE,106617,GODREJCP26SEP1260CE,NSE-GODREJCP-29Sep26-1260-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1260,500,0.05,25001,1,1,1,GODREJCP26SEP1260CE,0
NSE,37017,GODREJCP26JUL1370CE,NSE-GODREJCP-28Jul26-1370-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1370,500,0.05,25001,1,1,1,GODREJCP26JUL1370CE,0
NSE,95325,GODREJCP26JUL1270PE,NSE-GODREJCP-28Jul26-1270-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1270,500,0.05,25001,1,1,1,GODREJCP26JUL1270PE,0
NSE,95018,GODREJCP26JUL810CE,NSE-GODREJCP-28Jul26-810-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,810,500,0.05,25001,1,1,1,GODREJCP26JUL810CE,0
NSE,95334,GODREJCP26JUL1330PE,NSE-GODREJCP-28Jul26-1330-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1330,500,0.05,25001,1,1,1,GODREJCP26JUL1330PE,0
NSE,95344,GODREJCP26JUL1500PE,NSE-GODREJCP-28Jul26-1500-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1500,500,0.05,25001,1,1,1,GODREJCP26JUL1500PE,0
NSE,95297,GODREJCP26JUL1090CE,NSE-GODREJCP-28Jul26-1090-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1090,500,0.05,25001,0,1,1,GODREJCP26JUL1090CE,0
NSE,106157,GODREJCP26AUG790CE,NSE-GODREJCP-25Aug26-790-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,790,500,0.05,25001,1,1,1,GODREJCP26AUG790CE,0
NSE,94027,GODREJCP26JUL1140PE,NSE-GODREJCP-28Jul26-1140-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1140,500,0.05,25001,0,1,1,GODREJCP26JUL1140PE,0
NSE,94052,GODREJCP26JUL1200PE,NSE-GODREJCP-28Jul26-1200-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1200,500,0.05,25001,0,1,1,GODREJCP26JUL1200PE,0
NSE,37018,GODREJCP26JUL1370PE,NSE-GODREJCP-28Jul26-1370-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1370,500,0.05,25001,1,1,1,GODREJCP26JUL1370PE,0
NSE,95049,GODREJCP26JUL910CE,NSE-GODREJCP-28Jul26-910-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,910,500,0.05,25001,1,1,1,GODREJCP26JUL910CE,0
NSE,106346,GODREJCP26SEP1020PE,NSE-GODREJCP-29Sep26-1020-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,1020,500,0.05,25001,0,1,1,GODREJCP26SEP1020PE,0
NSE,93978,GODREJCP26JUL860PE,NSE-GODREJCP-28Jul26-860-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,860,500,0.05,25001,0,1,1,GODREJCP26JUL860PE,0
NSE,95377,GODREJCP26AUG760PE,NSE-GODREJCP-25Aug26-760-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,760,500,0.05,25001,1,1,1,GODREJCP26AUG760PE,0
NSE,106178,GODREJCP26AUG990PE,NSE-GODREJCP-25Aug26-990-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,990,500,0.05,25001,0,1,1,GODREJCP26AUG990PE,0
NSE,94112,GODREJCP26JUL1360CE,NSE-GODREJCP-28Jul26-1360-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1360,500,0.05,25001,1,1,1,GODREJCP26JUL1360CE,0
NSE,95337,GODREJCP26JUL1420CE,NSE-GODREJCP-28Jul26-1420-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1420,500,0.05,25001,1,1,1,GODREJCP26JUL1420CE,0
NSE,95301,GODREJCP26JUL1130CE,NSE-GODREJCP-28Jul26-1130-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1130,500,0.05,25001,0,1,1,GODREJCP26JUL1130CE,0
NSE,46316,GODREJCP26JUL560CE,NSE-GODREJCP-28Jul26-560-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,560,500,0.05,25001,1,1,1,GODREJCP26JUL560CE,0
NSE,58201,GODREJCP26AUGFUT,NSE-GODREJCP-25Aug26-FUT,,FUT,FNO,,,GODREJCP,10099,2026-08-25,-0.01,500,0.1,25001,0,1,1,GODREJCP26AUGFUT,0
NSE,95011,GODREJCP26JUL790CE,NSE-GODREJCP-28Jul26-790-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,790,500,0.05,25001,1,1,1,GODREJCP26JUL790CE,0
NSE,106621,GODREJCP26SEP1300CE,NSE-GODREJCP-29Sep26-1300-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1300,500,0.05,25001,1,1,1,GODREJCP26SEP1300CE,0
NSE,95308,GODREJCP26JUL1190PE,NSE-GODREJCP-28Jul26-1190-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1190,500,0.05,25001,0,1,1,GODREJCP26JUL1190PE,0
NSE,94067,GODREJCP26JUL1300CE,NSE-GODREJCP-28Jul26-1300-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1300,500,0.05,25001,1,1,1,GODREJCP26JUL1300CE,0
NSE,94055,GODREJCP26JUL1240CE,NSE-GODREJCP-28Jul26-1240-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1240,500,0.05,25001,0,1,1,GODREJCP26JUL1240CE,0
NSE,94039,GODREJCP26JUL1180CE,NSE-GODREJCP-28Jul26-1180-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1180,500,0.05,25001,0,1,1,GODREJCP26JUL1180CE,0
NSE,106563,GODREJCP26SEP1240CE,NSE-GODREJCP-29Sep26-1240-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1240,500,0.05,25001,0,1,1,GODREJCP26SEP1240CE,0
NSE,93996,GODREJCP26JUL980PE,NSE-GODREJCP-28Jul26-980-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,980,500,0.05,25001,0,1,1,GODREJCP26JUL980PE,0
NSE,95329,GODREJCP26JUL1310PE,NSE-GODREJCP-28Jul26-1310-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1310,500,0.05,25001,1,1,1,GODREJCP26JUL1310PE,0
NSE,94015,GODREJCP26JUL1080PE,NSE-GODREJCP-28Jul26-1080-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1080,500,0.05,25001,0,1,1,GODREJCP26JUL1080PE,0
NSE,95323,GODREJCP26JUL1250PE,NSE-GODREJCP-28Jul26-1250-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1250,500,0.05,25001,1,1,1,GODREJCP26JUL1250PE,0
NSE,94995,GODREJCP26JUL620CE,NSE-GODREJCP-28Jul26-620-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,620,500,0.05,25001,1,1,1,GODREJCP26JUL620CE,0
NSE,95295,GODREJCP26JUL1070CE,NSE-GODREJCP-28Jul26-1070-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1070,500,0.05,25001,0,1,1,GODREJCP26JUL1070CE,0
NSE,106355,GODREJCP26SEP1080PE,NSE-GODREJCP-29Sep26-1080-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,1080,500,0.05,25001,0,1,1,GODREJCP26SEP1080PE,0
NSE,95389,GODREJCP26AUG880PE,NSE-GODREJCP-25Aug26-880-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,880,500,0.05,25001,0,1,1,GODREJCP26AUG880PE,0
NSE,95400,GODREJCP26AUG980CE,NSE-GODREJCP-25Aug26-980-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,980,500,0.05,25001,0,1,1,GODREJCP26AUG980CE,0
NSE,95065,GODREJCP26JUL970CE,NSE-GODREJCP-28Jul26-970-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,970,500,0.05,25001,0,1,1,GODREJCP26JUL970CE,0
NSE,106557,GODREJCP26SEP1180CE,NSE-GODREJCP-29Sep26-1180-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1180,500,0.05,25001,0,1,1,GODREJCP26SEP1180CE,0
NSE,95322,GODREJCP26JUL1250CE,NSE-GODREJCP-28Jul26-1250-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1250,500,0.05,25001,1,1,1,GODREJCP26JUL1250CE,0
NSE,93935,GODREJCP26JUL680CE,NSE-GODREJCP-28Jul26-680-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,680,500,0.05,25001,1,1,1,GODREJCP26JUL680CE,0
NSE,95328,GODREJCP26JUL1310CE,NSE-GODREJCP-28Jul26-1310-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1310,500,0.05,25001,1,1,1,GODREJCP26JUL1310CE,0
NSE,46318,GODREJCP26JUL740CE,NSE-GODREJCP-28Jul26-740-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,740,500,0.05,25001,1,1,1,GODREJCP26JUL740CE,0
NSE,93999,GODREJCP26JUL1020CE,NSE-GODREJCP-28Jul26-1020-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1020,500,0.05,25001,0,1,1,GODREJCP26JUL1020CE,0
NSE,95307,GODREJCP26JUL1190CE,NSE-GODREJCP-28Jul26-1190-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1190,500,0.05,25001,0,1,1,GODREJCP26JUL1190CE,0
NSE,40070,GODREJCP26JUL1580CE,NSE-GODREJCP-28Jul26-1580-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,1580,500,0.05,25001,1,1,1,GODREJCP26JUL1580CE,0
NSE,95070,GODREJCP26JUL970PE,NSE-GODREJCP-28Jul26-970-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,970,500,0.05,25001,0,1,1,GODREJCP26JUL970PE,0
NSE,95292,GODREJCP26JUL1030PE,NSE-GODREJCP-28Jul26-1030-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1030,500,0.05,25001,0,1,1,GODREJCP26JUL1030PE,0
NSE,106554,GODREJCP26SEP1140PE,NSE-GODREJCP-29Sep26-1140-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,1140,500,0.05,25001,0,1,1,GODREJCP26SEP1140PE,0
NSE,94064,GODREJCP26JUL1260PE,NSE-GODREJCP-28Jul26-1260-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1260,500,0.05,25001,0,1,1,GODREJCP26JUL1260PE,0
NSE,94099,GODREJCP26JUL1320PE,NSE-GODREJCP-28Jul26-1320-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1320,500,0.05,25001,1,1,1,GODREJCP26JUL1320PE,0
NSE,95000,GODREJCP26JUL700PE,NSE-GODREJCP-28Jul26-700-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,700,500,0.05,25001,1,1,1,GODREJCP26JUL700PE,0
NSE,93963,GODREJCP26JUL800CE,NSE-GODREJCP-28Jul26-800-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,800,500,0.05,25001,1,1,1,GODREJCP26JUL800CE,0
NSE,106560,GODREJCP26SEP1200PE,NSE-GODREJCP-29Sep26-1200-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,1200,500,0.05,25001,0,1,1,GODREJCP26SEP1200PE,0
NSE,106166,GODREJCP26AUG870PE,NSE-GODREJCP-25Aug26-870-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,870,500,0.05,25001,1,1,1,GODREJCP26AUG870PE,0
NSE,106175,GODREJCP26AUG970CE,NSE-GODREJCP-25Aug26-970-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,970,500,0.05,25001,0,1,1,GODREJCP26AUG970CE,0
NSE,93991,GODREJCP26JUL960CE,NSE-GODREJCP-28Jul26-960-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,960,500,0.05,25001,0,1,1,GODREJCP26JUL960CE,0
NSE,93934,GODREJCP26JUL640PE,NSE-GODREJCP-28Jul26-640-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,640,500,0.05,25001,1,1,1,GODREJCP26JUL640PE,0
NSE,95019,GODREJCP26JUL810PE,NSE-GODREJCP-28Jul26-810-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,810,500,0.05,25001,1,1,1,GODREJCP26JUL810PE,0
NSE,94994,GODREJCP26JUL580PE,NSE-GODREJCP-28Jul26-580-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,580,500,0.05,25001,1,1,1,GODREJCP26JUL580PE,0
NSE,106172,GODREJCP26AUG930PE,NSE-GODREJCP-25Aug26-930-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,930,500,0.05,25001,1,1,1,GODREJCP26AUG930PE,0
NSE,94127,GODREJCP26JUL1480PE,NSE-GODREJCP-28Jul26-1480-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1480,500,0.05,25001,1,1,1,GODREJCP26JUL1480PE,0
NSE,95386,GODREJCP26AUG860CE,NSE-GODREJCP-25Aug26-860-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,860,500,0.05,25001,1,1,1,GODREJCP26AUG860CE,0
NSE,106159,GODREJCP26AUG810CE,NSE-GODREJCP-25Aug26-810-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,810,500,0.05,25001,1,1,1,GODREJCP26AUG810CE,0
NSE,106345,GODREJCP26SEP1020CE,NSE-GODREJCP-29Sep26-1020-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1020,500,0.05,25001,0,1,1,GODREJCP26SEP1020CE,0
NSE,37024,GODREJCP26JUL1540PE,NSE-GODREJCP-28Jul26-1540-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,1540,500,0.05,25001,1,1,1,GODREJCP26JUL1540PE,0
NSE,95025,GODREJCP26JUL850CE,NSE-GODREJCP-28Jul26-850-CE,,CE,FNO,,,GODREJCP,10099,2026-07-28,850,500,0.05,25001,1,1,1,GODREJCP26JUL850CE,0
NSE,95006,GODREJCP26JUL750PE,NSE-GODREJCP-28Jul26-750-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,750,500,0.05,25001,1,1,1,GODREJCP26JUL750PE,0
NSE,93984,GODREJCP26JUL920PE,NSE-GODREJCP-28Jul26-920-PE,,PE,FNO,,,GODREJCP,10099,2026-07-28,920,500,0.05,25001,0,1,1,GODREJCP26JUL920PE,0
NSE,95383,GODREJCP26AUG820PE,NSE-GODREJCP-25Aug26-820-PE,,PE,FNO,,,GODREJCP,10099,2026-08-25,820,500,0.05,25001,1,1,1,GODREJCP26AUG820PE,0
NSE,95392,GODREJCP26AUG920CE,NSE-GODREJCP-25Aug26-920-CE,,CE,FNO,,,GODREJCP,10099,2026-08-25,920,500,0.05,25001,0,1,1,GODREJCP26AUG920CE,0
NSE,106760,GODREJPROP26AUG2260CE,NSE-GODREJPROP-25Aug26-2260-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2260,325,0.05,13001,0,1,1,GODREJPROP26AUG2260CE,0
NSE,106665,GODREJPROP26AUG1460CE,NSE-GODREJPROP-25Aug26-1460-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,1460,325,0.05,13001,1,1,1,GODREJPROP26AUG1460CE,0
NSE,95726,GODREJPROP26AUG2320CE,NSE-GODREJPROP-25Aug26-2320-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2320,325,0.05,13001,0,1,1,GODREJPROP26AUG2320CE,0
NSE,95491,GODREJPROP26JUL1160CE,NSE-GODREJPROP-28Jul26-1160-CE,,CE,FNO,,,GODREJPROP,17875,2026-07-28,1160,325,0.05,13001,1,1,1,GODREJPROP26JUL1160CE,0
NSE,35757,GODREJPROP26AUG2800PE,NSE-GODREJPROP-25Aug26-2800-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2800,325,0.05,13001,1,1,1,GODREJPROP26AUG2800PE,0
NSE,95510,GODREJPROP26JUL1460PE,NSE-GODREJPROP-28Jul26-1460-PE,,PE,FNO,,,GODREJPROP,17875,2026-07-28,1460,325,0.05,13001,0,1,1,GODREJPROP26JUL1460PE,0
NSE,106627,GODREJCP26SEP1400CE,NSE-GODREJCP-29Sep26-1400-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1400,500,0.05,25001,1,1,1,GODREJCP26SEP1400CE,0
NSE,106713,GODREJPROP26AUG1980CE,NSE-GODREJPROP-25Aug26-1980-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,1980,325,0.05,13001,0,1,1,GODREJPROP26AUG1980CE,0
NSE,95713,GODREJPROP26AUG2040PE,NSE-GODREJPROP-25Aug26-2040-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2040,325,0.05,13001,0,1,1,GODREJPROP26AUG2040PE,0
NSE,58207,GODREJPROP26AUGFUT,NSE-GODREJPROP-25Aug26-FUT,,FUT,FNO,,,GODREJPROP,17875,2026-08-25,-0.01,325,0.1,13001,0,1,1,GODREJPROP26AUGFUT,0
NSE,106722,GODREJPROP26AUG2100PE,NSE-GODREJPROP-25Aug26-2100-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2100,325,0.05,13001,0,1,1,GODREJPROP26AUG2100PE,0
NSE,42243,GODREJPROP26AUG1240PE,NSE-GODREJPROP-25Aug26-1240-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1240,325,0.05,13001,1,1,1,GODREJPROP26AUG1240PE,0
NSE,59018,GODREJPROP26AUG2560PE,NSE-GODREJPROP-25Aug26-2560-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2560,325,0.05,13001,1,1,1,GODREJPROP26AUG2560PE,0
NSE,35730,GODREJCP26SEP1340CE,NSE-GODREJCP-29Sep26-1340-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1340,500,0.05,25001,1,1,1,GODREJCP26SEP1340CE,0
NSE,95721,GODREJPROP26AUG2160PE,NSE-GODREJPROP-25Aug26-2160-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2160,325,0.05,13001,0,1,1,GODREJPROP26AUG2160PE,0
NSE,35752,GODREJPROP26AUG2500CE,NSE-GODREJPROP-25Aug26-2500-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2500,325,0.05,13001,1,1,1,GODREJPROP26AUG2500CE,0
NSE,94280,GODREJPROP26JUL1120PE,NSE-GODREJPROP-28Jul26-1120-PE,,PE,FNO,,,GODREJPROP,17875,2026-07-28,1120,325,0.05,13001,1,1,1,GODREJPROP26JUL1120PE,0
NSE,106314,GODREJCP26SEP940PE,NSE-GODREJCP-29Sep26-940-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,940,500,0.05,25001,0,1,1,GODREJCP26SEP940PE,0
NSE,95677,GODREJPROP26AUG1360PE,NSE-GODREJPROP-25Aug26-1360-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1360,325,0.05,13001,1,1,1,GODREJPROP26AUG1360PE,0
NSE,44135,GODREJPROP26AUG2960CE,NSE-GODREJPROP-25Aug26-2960-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2960,325,0.05,13001,1,1,1,GODREJPROP26AUG2960CE,0
NSE,95705,GODREJPROP26AUG1880PE,NSE-GODREJPROP-25Aug26-1880-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1880,325,0.05,13001,0,1,1,GODREJPROP26AUG1880PE,0
NSE,44130,GODREJPROP26AUG2620PE,NSE-GODREJPROP-25Aug26-2620-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2620,325,0.05,13001,1,1,1,GODREJPROP26AUG2620PE,0
NSE,106712,GODREJPROP26AUG1940PE,NSE-GODREJPROP-25Aug26-1940-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1940,325,0.05,13001,0,1,1,GODREJPROP26AUG1940PE,0
NSE,106664,GODREJPROP26AUG1420PE,NSE-GODREJPROP-25Aug26-1420-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1420,325,0.05,13001,1,1,1,GODREJPROP26AUG1420PE,0
NSE,95669,GODREJPROP26AUG1280CE,NSE-GODREJPROP-25Aug26-1280-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,1280,325,0.05,13001,1,1,1,GODREJPROP26AUG1280CE,0
NSE,95684,GODREJPROP26AUG1520CE,NSE-GODREJPROP-25Aug26-1520-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,1520,325,0.05,13001,1,1,1,GODREJPROP26AUG1520CE,0
NSE,106770,GODREJPROP26AUG2440CE,NSE-GODREJPROP-25Aug26-2440-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2440,325,0.05,13001,0,1,1,GODREJPROP26AUG2440CE,0
NSE,106308,GODREJCP26SEP880PE,NSE-GODREJCP-29Sep26-880-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,880,500,0.05,25001,0,1,1,GODREJCP26SEP880PE,0
NSE,106319,GODREJCP26SEP980CE,NSE-GODREJCP-29Sep26-980-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,980,500,0.05,25001,0,1,1,GODREJCP26SEP980CE,0
NSE,35732,GODREJCP26SEP1520CE,NSE-GODREJCP-29Sep26-1520-CE,,CE,FNO,,,GODREJCP,10099,2026-09-29,1520,500,0.05,25001,1,1,1,GODREJCP26SEP1520CE,0
NSE,35736,GODREJCP26SEP1520PE,NSE-GODREJCP-29Sep26-1520-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,1520,500,0.05,25001,1,1,1,GODREJCP26SEP1520PE,0
NSE,95706,GODREJPROP26AUG1920CE,NSE-GODREJPROP-25Aug26-1920-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,1920,325,0.05,13001,0,1,1,GODREJPROP26AUG1920CE,0
NSE,106226,GODREJCP26SEP640PE,NSE-GODREJCP-29Sep26-640-PE,,PE,FNO,,,GODREJCP,10099,2026-09-29,640,500,0.05,25001,1,1,1,GODREJCP26SEP640PE,0
NSE,95689,GODREJPROP26AUG1600PE,NSE-GODREJPROP-25Aug26-1600-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1600,325,0.05,13001,1,1,1,GODREJPROP26AUG1600PE,0
NSE,44134,GODREJPROP26AUG2920PE,NSE-GODREJPROP-25Aug26-2920-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2920,325,0.05,13001,1,1,1,GODREJPROP26AUG2920PE,0
NSE,106670,GODREJPROP26AUG1540PE,NSE-GODREJPROP-25Aug26-1540-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1540,325,0.05,13001,1,1,1,GODREJPROP26AUG1540PE,0
NSE,106780,GODREJPROP26AUG2720CE,NSE-GODREJPROP-25Aug26-2720-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2720,325,0.05,13001,1,1,1,GODREJPROP26AUG2720CE,0
NSE,94308,GODREJPROP26JUL1280PE,NSE-GODREJPROP-28Jul26-1280-PE,,PE,FNO,,,GODREJPROP,17875,2026-07-28,1280,325,0.05,13001,1,1,1,GODREJPROP26JUL1280PE,0
NSE,95666,GODREJPROP26AUG1120PE,NSE-GODREJPROP-25Aug26-1120-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,1120,325,0.05,13001,1,1,1,GODREJPROP26AUG1120PE,0
NSE,106771,GODREJPROP26AUG2440PE,NSE-GODREJPROP-25Aug26-2440-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2440,325,0.05,13001,0,1,1,GODREJPROP26AUG2440PE,0
NSE,94312,GODREJPROP26JUL1400PE,NSE-GODREJPROP-28Jul26-1400-PE,,PE,FNO,,,GODREJPROP,17875,2026-07-28,1400,325,0.05,13001,0,1,1,GODREJPROP26JUL1400PE,0
NSE,36102,GODREJPROP26AUG2280PE,NSE-GODREJPROP-25Aug26-2280-PE,,PE,FNO,,,GODREJPROP,17875,2026-08-25,2280,325,0.05,13001,0,1,1,GODREJPROP26AUG2280PE,0
NSE,106768,GODREJPROP26AUG2380CE,NSE-GODREJPROP-25Aug26-2380-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2380,325,0.05,13001,0,1,1,GODREJPROP26AUG2380CE,0
NSE,44543,GODREJPROP26AUG3000CE,NSE-GODREJPROP-25Aug26-3000-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,3000,325,0.05,13001,1,1,1,GODREJPROP26AUG3000CE,0
NSE,44131,GODREJPROP26AUG2660CE,NSE-GODREJPROP-25Aug26-2660-CE,,CE,FNO,,,GODREJPROP,17875,2026-08-25,2660,325,0.05,13001,1,1,1,GODREJPROP26AUG2660CE,0
